N,P,K,temperature,humidity,ph,rainfall,label
22,11,10,23.94,94.51,6.94,109.12,orange
73,52,29,22.33,64.77,6.1,88.07,maize
26,130,199,19.86,90.37,6.21,89.22,apple
97,22,51,24.94,88.24,6.05,59.88,watermelon
64,46,40,26.56,82.46,7.06,196.88,jute
21,7,36,22.26,93.41,6.41,172.65,coconut
58,37,37,26.27,51.76,6.44,61.94,sunflower
50,63,63,35.68,93.2,6.9,140.33,papaya
14,67,15,29.66,49.73,5.04,138.41,pigeonpeas
25,9,39,25.2,92.88,7.29,22.44,pomegranate
56,42,32,24.02,47.8,6.34,60.49,sunflower
52,41,50,25.61,62.42,6.57,58.45,tomato
19,9,16,28.89,97.46,6.0,141.81,coconut
46,70,69,16.4,13.96,6.97,81.39,chickpea
49,71,54,29.12,86.69,6.77,125.75,papaya
15,18,6,21.67,93.1,7.64,104.71,orange
69,71,53,19.31,60.3,6.85,112.27,wheat
96,10,57,28.43,89.52,6.24,38.43,muskmelon
21,7,21,22.81,94.61,5.78,163.1,coconut
26,141,176,26.63,84.9,4.97,82.99,grapes
35,73,14,33.82,63.01,6.46,60.97,groundnut
50,50,65,26.42,57.64,6.41,56.81,onion
17,65,18,31.44,27.3,5.99,127.88,pigeonpeas
14,9,9,24.3,90.75,6.97,93.46,orange
52,31,33,26.21,53.43,6.57,62.15,sunflower
68,42,44,15.3,60.23,6.8,121.72,wheat
100,71,62,29.82,83.93,5.87,139.71,banana
15,79,19,25.34,57.98,5.83,145.19,pigeonpeas
83,37,38,27.31,82.23,7.11,210.23,jute
20,8,19,27.68,95.45,5.24,191.33,coconut
88,56,36,24.47,55.15,7.1,105.99,wheat
28,7,33,21.67,93.1,5.78,54.54,pomegranate
71,44,33,17.96,59.27,5.96,103.12,maize
25,47,21,25.51,58.91,6.35,45.11,mothbeans
41,94,82,14.99,16.52,6.29,73.79,chickpea
84,44,33,19.41,55.58,7.05,104.06,wheat
72,57,35,22.81,75.7,6.45,98.07,maize
17,71,16,25.24,82.17,6.6,45.3,mungbean
97,15,28,27.83,73.48,5.49,181.82,coffee
103,24,47,24.03,85.69,6.64,39.6,watermelon
21,10,11,23.85,93.3,6.98,111.11,orange
19,129,166,23.01,93.36,6.84,107.09,apple
13,20,2,23.79,83.02,6.67,102.64,orange
52,49,56,22.81,71.19,6.7,45.43,onion
106,70,43,22.86,80.77,5.97,122.72,banana
21,155,227,26.48,91.01,7.21,115.53,apple
36,62,18,27.6,52.42,6.69,65.82,groundnut
13,13,12,30.48,93.25,7.47,106.32,orange
21,51,16,32.87,94.96,6.66,65.9,mungbean
102,23,57,24.95,88.74,6.12,32.81,muskmelon
105,13,32,24.12,61.6,6.98,135.51,coffee
17,73,20,29.19,42.34,5.65,120.83,pigeonpeas
87,44,43,22.61,79.67,6.62,162.6,rice
69,41,43,26.26,84.77,6.7,189.03,jute
16,81,21,29.91,43.42,5.27,118.61,pigeonpeas
15,119,236,23.83,97.75,6.41,98.87,apple
26,30,29,32.65,52.37,6.0,72.62,mango
44,49,58,28.01,66.85,7.06,59.4,tomato
41,66,13,27.27,67.07,7.07,73.51,groundnut
102,14,58,27.38,89.64,6.49,40.71,muskmelon
56,58,51,37.44,94.37,7.11,127.02,papaya
97,63,60,31.2,79.79,6.86,101.83,banana
57,55,57,18.79,57.85,6.4,76.97,onion
22,126,212,22.55,93.83,5.88,104.87,apple
22,13,24,24.34,91.13,5.41,194.88,coconut
20,62,26,29.91,62.93,5.16,129.31,pigeonpeas
21,48,15,36.27,47.56,6.44,116.99,pigeonpeas
25,22,24,33.49,55.08,6.0,69.79,mango
63,51,34,18.23,53.55,6.74,99.82,barley
21,61,18,30.3,41.68,7.17,93.58,pigeonpeas
104,29,50,25.35,88.96,6.55,41.72,watermelon
93,23,70,27.5,82.04,6.36,51.22,watermelon
26,49,20,27.18,56.95,6.35,64.53,mothbeans
24,22,31,31.85,55.0,5.69,95.39,mango
20,7,11,27.32,91.77,7.95,99.76,orange
34,58,16,32.09,62.75,6.48,74.42,blackgram
70,47,37,22.41,56.83,6.49,69.15,potato
62,57,40,16.87,77.53,5.76,74.06,potato
26,126,193,18.18,80.76,5.76,69.84,grapes
107,22,68,22.95,93.29,5.98,51.57,watermelon
93,18,54,32.16,92.42,6.69,55.31,watermelon
92,24,26,25.43,60.93,6.87,178.02,coffee
96,15,52,22.48,86.02,6.96,69.01,watermelon
126,51,21,21.49,79.09,7.38,59.25,cotton
110,20,44,28.1,89.32,6.33,20.56,muskmelon
24,145,155,23.53,94.15,6.57,109.03,apple
25,140,208,23.26,74.96,6.14,60.08,grapes
45,42,60,21.91,75.27,7.08,66.29,onion
38,63,53,22.76,54.46,7.0,69.6,onion
27,135,218,27.59,92.37,6.55,104.73,apple
18,50,27,17.72,25.32,6.33,111.67,kidneybeans
29,63,25,30.82,40.01,6.5,44.67,mothbeans
91,45,53,18.29,86.38,5.46,87.5,potato
101,1,46,30.29,90.83,6.21,16.67,muskmelon
66,60,45,22.73,60.71,6.43,76.87,potato
63,44,49,19.34,70.62,7.48,57.56,tomato
43,41,46,20.86,80.6,6.02,77.04,potato
66,56,48,31.69,90.11,7.71,168.81,papaya
19,15,5,29.78,91.96,7.11,101.34,orange
113,81,26,24.99,84.72,6.06,79.52,banana
55,37,24,19.05,46.56,7.18,69.01,sunflower
22,78,12,22.35,17.44,5.79,116.28,kidneybeans
19,65,14,16.48,53.71,6.52,53.16,lentil
27,99,204,17.03,93.94,6.74,96.11,apple
60,50,58,26.7,51.68,6.65,77.84,tomato
50,53,38,24.25,50.33,6.42,44.55,sunflower
23,15,9,28.89,93.21,6.66,99.79,orange
23,12,23,27.52,98.95,6.29,181.44,coconut
81,45,49,16.05,87.46,7.12,157.8,rice
3,63,20,14.96,23.55,6.04,128.84,kidneybeans
26,63,8,18.76,57.31,7.07,54.28,lentil
26,65,18,28.33,82.92,6.5,65.33,mungbean
114,22,30,29.65,94.36,6.36,57.17,watermelon
36,55,74,31.1,95.44,6.57,160.18,papaya
24,60,20,17.5,13.41,5.92,133.57,kidneybeans
79,39,36,20.05,61.3,6.49,108.57,maize
44,52,39,12.55,58.09,6.92,106.33,barley
23,48,19,25.39,85.36,6.8,38.57,mungbean
68,63,34,12.39,46.66,6.81,74.72,barley
41,55,38,23.75,72.68,7.01,65.33,tomato
22,59,27,15.56,22.7,5.83,132.2,kidneybeans
53,48,47,18.51,69.73,5.97,57.49,potato
93,17,61,25.18,82.52,6.47,49.21,watermelon
72,54,28,21.16,68.41,5.27,59.85,potato
43,68,21,22.52,62.01,7.48,61.92,blackgram
99,21,45,26.73,88.06,6.5,27.6,muskmelon
51,45,50,22.4,67.23,6.13,64.43,tomato
59,58,56,33.42,92.1,6.61,146.37,papaya
55,40,47,29.71,61.65,5.88,68.49,tomato
93,30,43,22.5,85.38,7.1,175.71,jute
15,50,17,30.59,85.76,6.62,42.17,mungbean
25,9,12,19.16,91.73,7.44,101.73,orange
47,57,12,27.05,59.17,6.66,82.98,groundnut
22,71,16,21.27,60.24,5.69,55.03,lentil
18,62,28,28.11,45.78,5.98,47.97,mothbeans
46,73,42,29.98,96.58,7.28,158.64,papaya
69,54,40,24.16,71.97,5.82,68.67,maize
84,16,32,20.63,85.7,6.9,185.66,jute
112,57,26,25.84,89.14,7.89,77.37,cotton
111,22,25,28.72,62.08,6.51,142.89,coffee
21,8,12,21.66,96.68,6.98,91.3,orange
62,40,38,18.71,47.74,7.61,87.66,barley
22,3,36,21.84,87.52,6.15,42.72,pomegranate
39,70,92,20.96,21.35,6.82,61.66,chickpea
24,126,197,19.86,90.92,7.02,96.31,apple
67,70,43,17.24,58.71,7.02,88.37,barley
62,69,49,24.03,76.99,6.29,55.86,potato
93,25,61,25.34,94.02,5.93,36.23,muskmelon
84,74,42,28.21,71.91,6.14,87.4,banana
94,15,59,29.67,93.8,6.71,50.93,watermelon
62,62,39,22.43,65.45,6.44,84.01,potato
108,56,20,23.03,85.59,6.55,76.62,cotton
91,75,59,28.85,80.17,5.86,118.95,banana
23,126,191,23.04,68.27,6.2,66.54,grapes
66,30,42,25.21,56.83,7.15,62.81,sunflower
74,39,39,26.87,77.07,6.75,204.09,rice
122,62,21,21.88,78.59,6.55,98.84,cotton
94,88,48,26.83,68.92,5.92,116.73,banana
45,56,79,15.59,15.06,6.83,67.84,chickpea
73,48,43,12.72,62.12,7.07,88.3,barley
100,15,27,20.14,61.89,6.51,163.77,coffee
27,41,19,29.01,61.4,6.36,27.99,mothbeans
110,29,39,22.04,51.12,6.0,141.12,coffee
22,45,26,35.07,61.36,7.11,48.02,mothbeans
20,56,17,16.77,19.84,4.74,108.96,kidneybeans
20,45,14,28.77,94.46,6.15,42.27,mungbean
68,44,29,11.43,63.9,6.75,103.01,barley
44,51,49,26.86,58.49,7.34,70.13,tomato
22,12,49,24.97,90.19,5.85,41.56,pomegranate
26,52,24,18.7,30.77,5.62,107.39,kidneybeans
23,20,28,28.99,51.01,5.62,102.65,mango
50,56,87,20.68,26.15,6.84,85.68,chickpea
9,55,21,25.68,94.49,6.53,39.64,mungbean
22,10,38,22.44,91.77,6.83,50.94,pomegranate
43,55,19,29.82,69.96,6.57,69.48,blackgram
23,11,34,25.14,95.58,6.73,174.82,coconut
90,47,33,25.98,68.89,6.43,122.48,maize
62,49,42,18.96,63.38,7.45,109.07,wheat
100,22,44,25.48,89.97,6.17,31.52,muskmelon
41,65,46,27.23,71.85,6.27,76.72,tomato
50,53,21,30.2,50.91,6.54,74.1,groundnut
17,56,27,28.87,58.81,7.15,66.64,mothbeans
112,24,56,28.22,92.07,6.71,21.87,muskmelon
88,83,49,27.17,78.61,6.31,115.66,banana
60,60,52,19.79,59.39,5.89,87.48,potato
6,70,17,22.06,25.71,5.36,129.91,kidneybeans
104,11,51,29.68,91.4,6.55,17.07,muskmelon
29,12,36,25.66,97.41,6.98,162.78,coconut
97,15,32,27.61,50.18,7.36,157.43,coffee
73,54,35,23.66,84.52,6.93,183.99,rice
28,62,21,27.69,33.81,6.16,43.83,mothbeans
48,45,17,21.92,56.34,7.0,53.03,sunflower
107,26,56,25.35,90.56,5.89,48.66,watermelon
18,141,219,20.02,88.79,5.93,79.19,grapes
77,48,37,23.08,86.46,6.36,190.71,jute
22,137,191,30.63,81.37,6.34,82.46,grapes
74,52,61,19.05,62.27,6.7,86.25,potato
57,46,45,20.26,48.51,6.71,69.26,onion
123,43,26,19.85,77.02,6.66,75.82,cotton
79,52,33,23.76,61.68,6.64,69.81,maize
110,38,25,19.04,76.19,7.58,83.66,cotton
27,10,31,18.41,95.02,6.19,30.57,pomegranate
21,54,15,25.09,50.88,5.62,139.88,pigeonpeas
34,63,17,28.49,58.28,6.27,52.96,groundnut
11,26,38,31.58,52.42,6.49,93.94,mango
111,19,29,27.18,73.3,7.15,138.67,coffee
129,36,16,26.27,75.71,6.57,62.32,cotton
22,85,25,31.43,38.9,6.46,128.94,pigeonpeas
111,28,54,21.75,90.33,6.65,21.63,muskmelon
13,32,30,26.7,47.59,6.03,95.0,mango
55,71,58,35.7,95.21,6.37,119.95,papaya
20,71,26,16.0,47.2,6.41,53.79,lentil
55,69,56,22.21,55.42,7.85,80.63,tomato
74,50,24,15.18,58.85,6.32,112.0,wheat
48,68,52,38.84,95.59,6.62,114.1,papaya
36,48,19,29.48,62.39,7.18,62.49,blackgram
50,38,43,22.6,73.23,6.58,83.82,tomato
111,47,18,20.13,74.65,6.63,96.29,cotton
53,41,39,24.63,36.07,6.07,57.69,sunflower
16,48,11,19.91,19.19,5.09,137.84,kidneybeans
48,91,81,15.29,10.0,7.1,91.56,chickpea
30,69,24,26.83,45.94,6.65,70.68,mothbeans
18,12,47,20.84,93.36,7.61,40.66,pomegranate
66,52,41,24.75,83.73,6.16,226.97,rice
52,75,94,13.03,14.38,6.71,85.82,chickpea
93,59,49,31.42,84.02,6.88,117.65,banana
18,7,39,22.62,86.4,5.83,44.47,pomegranate
40,55,16,24.73,60.83,7.19,62.97,blackgram
18,32,25,30.2,54.75,5.8,108.77,mango
42,59,13,28.09,55.51,6.6,59.06,groundnut
46,37,46,18.81,65.27,6.5,49.67,onion
85,20,49,31.4,89.98,6.32,33.98,muskmelon
15,14,34,22.75,88.54,6.52,44.58,pomegranate
35,61,22,34.05,35.9,5.83,28.22,mothbeans
22,111,188,27.19,87.53,6.0,110.51,apple
66,52,41,22.73,59.24,6.91,112.16,wheat
97,40,38,26.51,84.37,7.55,179.92,jute
101,22,57,28.37,89.31,6.44,73.49,watermelon
62,72,39,17.49,60.33,7.17,92.58,barley
15,23,31,34.4,58.97,6.58,98.99,mango
32,79,85,23.82,12.61,6.85,78.47,chickpea
70,37,38,27.39,87.78,6.91,179.94,jute
23,131,196,22.37,95.86,5.94,92.56,apple
23,51,18,19.99,21.79,6.17,89.78,kidneybeans
103,79,48,28.08,78.31,6.0,94.51,banana
12,32,29,32.11,53.21,5.41,106.85,mango
21,51,29,27.17,83.41,6.55,60.72,mungbean
